,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,cluster,varX,varY,varZ
2839,photo,3,0,0,3,0,0,0,0,0,1,2,-0.5096354346229933,-0.2087054565149061,0.3747536151337961
2840,photo,8,0,0,7,1,0,0,0,0,1,2,-0.5007785145459571,-0.20197220011555472,0.37605487543416044
2841,photo,598,37,10,586,9,3,0,0,0,1,2,-0.015822048528688525,1.0059989816955757,0.28118839436467535
2842,photo,85,6,1,85,0,0,0,0,0,1,2,-0.4564923164288746,-0.03752025841491065,0.3278539512950862
2843,photo,25,0,0,25,0,0,0,0,0,1,2,-0.4961869416325078,-0.16217905547419417,0.3627677408334647
2844,video,358,1268,186,280,73,1,3,1,0,3,0,1.1891436623082055,-0.5806378459096114,-0.8928256719513525
2845,photo,11,3,0,11,0,0,0,0,0,1,2,-0.5041256788326725,-0.1923593857761324,0.3693050840318098
2846,photo,5,1,0,5,0,0,0,0,0,1,2,-0.5082063794501737,-0.2046666572092759,0.373300646411932
2847,photo,9,4,0,9,0,0,0,0,0,1,2,-0.5051418042035776,-0.196779932114268,0.3700313651827332
2848,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
2849,photo,11,3,0,11,0,0,0,0,0,1,2,-0.5041256788326725,-0.1923593857761324,0.3693050840318098
2850,photo,11,3,0,11,0,0,0,0,0,1,2,-0.5041256788326725,-0.1923593857761324,0.3693050840318098
2851,photo,7,1,0,7,0,0,0,0,0,1,2,-0.5069837891783114,-0.200436984387393,0.3722110214755382
2852,status,65,9,0,65,0,0,0,0,0,2,2,-0.33351071651188147,-0.21894485772825342,-0.08701781691392475
2853,photo,513,11,34,503,9,1,0,0,0,1,2,-0.06545402768801403,0.7992204890644422,0.19702236868334583
2854,photo,7,3,0,7,0,0,0,0,0,1,2,-0.5065708593763971,-0.20081873141989828,0.37148433390459745
2855,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2856,photo,166,20,2,159,1,6,0,0,0,1,2,-0.29157172399921216,0.14391996888225742,0.6991452751535993
2857,photo,7,8,0,7,0,0,0,0,0,1,2,-0.5055385348716113,-0.20177309900116158,0.3696676149772454
2858,photo,23,1,0,23,0,0,0,0,0,1,2,-0.49720306700341316,-0.16659960181232966,0.3634940219843878
2859,video,404,1129,150,328,68,4,4,0,0,3,0,1.1355963988274607,-0.36123100198343194,-0.2923817821131273
2860,photo,11,1,0,11,0,0,0,0,0,1,2,-0.504538608634587,-0.1919776387436272,0.37003177160275064
2861,photo,7,3,0,7,0,0,0,0,0,1,2,-0.5065708593763971,-0.20081873141989828,0.37148433390459745
2862,video,425,1377,186,360,62,0,2,1,0,3,0,1.1305197786770467,-0.39707607923953125,-1.1492162131532362
2863,photo,8,0,0,8,0,0,0,0,0,1,2,-0.5065789589433375,-0.19813127446019893,0.37202955279281164
2864,photo,18,4,0,18,0,0,0,0,0,1,2,-0.4996401479801973,-0.1777464044157949,0.36512805296896106
2865,photo,60,0,1,59,1,0,0,0,0,1,2,-0.4672130398355159,-0.09308685324628692,0.3476796483541797
2866,photo,36,6,0,35,1,0,0,0,0,1,2,-0.48242346133414216,-0.1439020217067098,0.35862006361182497
2867,photo,10,0,0,9,1,0,0,0,0,1,2,-0.4995559242740949,-0.19774252729367175,0.37496525049776663
2868,photo,10,2,0,10,0,0,0,0,0,1,2,-0.5049434388695608,-0.19428334867082125,0.3702132402854771
2869,photo,111,1,2,110,1,0,0,0,0,1,2,-0.43405239536004875,0.013492783695786641,0.31948588995692545
2870,photo,43,4,1,41,2,0,0,0,0,1,2,-0.47097875314513643,-0.1336434919526581,0.35951340781299396
2871,photo,423,16,1,402,11,10,0,0,0,1,2,-0.009110680159330442,0.6626984967676802,0.8785651196970694
2872,photo,10,2,0,10,0,0,0,0,0,1,2,-0.5049434388695608,-0.19428334867082125,0.3702132402854771
2873,photo,10,0,0,10,0,0,0,0,0,1,2,-0.5053563686714753,-0.19390160163831602,0.37093992785641794
2874,photo,471,13,23,464,4,3,0,0,0,1,2,-0.10429825105553543,0.7470804456769076,0.3383884919315766
2875,photo,11,0,1,11,0,0,0,0,0,1,2,-0.5029669458935224,-0.1928729117270626,0.37035013665447863
2876,photo,1508,14,2,1480,18,5,4,1,0,1,1,0.8250424301462032,2.769610208629074,-0.08312874616561186
2877,photo,71,0,1,70,0,1,0,0,0,1,2,-0.4487998034432473,-0.0630264305049933,0.4070826557079053
2878,photo,107,7,2,104,2,1,0,0,0,1,2,-0.4119689078062437,0.0030035678647310133,0.3929316669034794
2879,photo,141,3,1,136,3,2,0,0,0,1,2,-0.3704989817386486,0.07587301731166522,0.4493529866469979
2880,status,198,11,0,194,4,0,0,0,0,2,2,-0.22859375604160356,0.046582935273032054,-0.14410327218965735
2881,photo,637,3,6,625,11,1,0,0,0,1,2,-0.029491835222056242,1.0857174428317597,0.14168242273817735
2882,photo,50,0,0,50,0,0,0,0,0,1,2,-0.48090456323422953,-0.10930814520065762,0.3491474291285423
2883,photo,53,0,2,51,2,0,0,0,0,1,2,-0.463913533747632,-0.11281778027792112,0.35547367953916453
2884,photo,50,0,0,49,0,0,1,0,0,1,2,-0.4401135539569421,-0.13268719996586742,0.4157312461448828
2885,photo,79,0,0,77,1,1,0,0,0,1,2,-0.4398871256004397,-0.04886251837312934,0.4067944573374212
2886,photo,54,0,1,53,1,0,0,0,0,1,2,-0.47088081065110265,-0.1057758717119357,0.35094852316336106
2887,photo,122,0,1,118,3,1,0,0,0,1,2,-0.4002224183186181,0.03330744948695369,0.39137318775391006
2888,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
2889,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
2890,photo,85,25,1,81,1,3,0,0,0,1,2,-0.39430073603008936,-0.03611889118232138,0.5332395434482176
2891,photo,8,2,0,8,0,0,0,0,0,1,2,-0.5061660291414233,-0.19851302149270422,0.3713028652218708
2892,status,885,32,10,876,4,5,0,0,0,2,0,0.3009302131554413,1.4993872235795362,-0.17936310894702423
2893,photo,78,1,0,76,1,1,0,0,0,1,2,-0.4402919558354137,-0.051168228300323464,0.40697592602014765
2894,photo,15,0,0,14,1,0,0,0,0,1,2,-0.49649944859443923,-0.1871683452389644,0.37224118815678225
2895,photo,11,9,0,11,0,0,0,0,0,1,2,-0.5028868894269294,-0.1935046268736482,0.36712502131898733
2896,photo,36,0,0,35,1,0,0,0,0,1,2,-0.48366225073988506,-0.1427567806091939,0.3608001263246474
2897,photo,23,1,0,22,1,0,0,0,0,1,2,-0.4914026226060327,-0.1704405274676855,0.36751934462573654
2898,status,231,39,0,208,23,0,0,0,0,2,2,-0.09243155577884933,0.03805049092726615,-0.09577457944770018
2899,photo,14,2,0,14,0,0,0,0,0,1,2,-0.5024982583258364,-0.18582400302705532,0.36803399041268947
2900,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2901,video,379,2626,151,288,79,3,4,5,0,3,0,1.7435491266876348,-1.0051182566947088,-2.4411760017558284
2902,photo,7,0,0,7,0,0,0,0,0,1,2,-0.5071902540792685,-0.20024611087114047,0.37257436526100873
2903,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2904,photo,690,33,21,670,15,5,0,0,0,1,2,0.12893218340848095,1.1722468532696602,0.39501872649985
2905,photo,22,3,0,22,0,0,0,0,0,1,2,-0.4974014323374299,-0.1690961852557764,0.3633121468816439
2906,video,253,626,244,191,55,2,2,2,1,3,0,1.1926268394685586,-0.8133380626280374,-0.7966712768910631
2907,photo,38,0,0,36,2,0,0,0,0,1,2,-0.47663921607064247,-0.1423680334426667,0.3637358240296024
2908,photo,67,31,0,66,1,0,0,0,0,1,2,-0.4583116895963474,-0.08311393087384084,0.33264728246096104
2909,photo,8,0,0,8,0,0,0,0,0,1,2,-0.5065789589433375,-0.19813127446019893,0.37202955279281164
2910,photo,4,0,0,4,0,0,0,0,0,1,2,-0.5090241394870619,-0.20659062010396473,0.37420880266559936
2911,photo,23,4,0,22,0,0,0,1,0,1,2,-0.4433709587391871,-0.21896943542775552,0.043743753093123054
2912,video,366,1490,154,286,73,2,4,0,1,3,0,1.3596219670585303,-0.6538234264555006,-0.3251721137602744
2913,photo,414,65,4,407,4,3,0,0,0,1,2,-0.16219032415225007,0.6372461309021807,0.3514035217154423
2914,photo,16,1,0,16,0,0,0,0,0,1,2,-0.5014821329549312,-0.18140345668891988,0.3673077092617663
2915,photo,66,0,0,66,0,0,0,0,0,1,2,-0.471123841059331,-0.07547076262559439,0.340430429637392
2916,photo,8,0,0,8,0,0,0,0,0,1,2,-0.5065789589433375,-0.19813127446019893,0.37202955279281164
2917,photo,44,3,0,44,0,0,0,0,0,1,2,-0.48395293934694483,-0.12256978421506429,0.3513262725813123
2918,photo,16,5,0,16,0,0,0,0,0,1,2,-0.5006562733511024,-0.1821669507539305,0.3658543341198845
2919,video,468,4143,719,378,84,0,3,3,0,3,3,2.9504556319095405,-1.6244841891740123,-2.6838052849252256
2920,photo,87,12,0,84,1,2,0,0,0,1,2,-0.4150297514070982,-0.031278012715047675,0.46749709931144123
2921,photo,15,1,0,15,0,0,0,0,0,1,2,-0.5020934280908622,-0.18351829309986137,0.3678525217299631
2922,photo,22,0,0,22,0,0,0,0,0,1,2,-0.4980208270403016,-0.16852356470701846,0.36440217823805526
2923,video,292,1214,180,207,77,2,3,2,1,3,0,1.3924693284629541,-0.8814591133608768,-0.8735455549218238
2924,photo,3,0,0,3,0,0,0,0,0,1,2,-0.5096354346229933,-0.2087054565149061,0.3747536151337961
2925,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
2926,photo,20,2,0,20,0,0,0,0,0,1,2,-0.49883048751024944,-0.17313498456140672,0.3647651156035083
2927,photo,11,11,0,11,0,0,0,0,0,1,2,-0.502473959625015,-0.19388637390615374,0.36639833374804653
2928,photo,18,4,0,17,1,0,0,0,0,1,2,-0.493839703582817,-0.18158733007115072,0.3691533756103099
2929,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
2930,photo,29,2,4,27,1,1,0,0,0,1,2,-0.46292644202699584,-0.15933067195145992,0.43312847824135575
2931,photo,46,0,0,45,1,0,0,0,0,1,2,-0.4775492993805736,-0.12160841649977921,0.35535200164267855
2932,video,298,974,140,220,74,2,1,1,0,3,0,0.9516792618751433,-0.5555749973615216,-0.8109658734251819
2933,photo,296,86,1,294,1,1,0,0,0,1,2,-0.287701971979043,0.39255571390375105,0.25727760745449746
2934,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
2935,photo,8,0,0,8,0,0,0,0,0,1,2,-0.5065789589433375,-0.19813127446019893,0.37202955279281164
2936,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2937,photo,54,2,1,53,1,0,0,0,0,1,2,-0.47046788084918845,-0.10615761874444096,0.3502218355924202
2938,photo,43,0,1,40,2,1,0,0,0,1,2,-0.45431517845455893,-0.12992370132206568,0.43038805010011577
2939,photo,5,0,0,5,0,0,0,0,0,1,2,-0.5084128443511308,-0.20447578369302324,0.3736639901974025
2940,photo,11,0,0,9,2,0,0,0,0,1,2,-0.49314418474078336,-0.19946861653808606,0.37844576067091856
2941,photo,16,0,0,14,0,0,0,2,0,1,2,-0.3952631707331794,-0.284807009306003,-0.2696494220224709
2942,photo,10,0,0,9,1,0,0,0,0,1,2,-0.4995559242740949,-0.19774252729367175,0.37496525049776663
2943,photo,11,4,0,11,0,0,0,0,0,1,2,-0.5039192139317153,-0.192550259292385,0.36894174024633936
2944,photo,112,34,1,112,0,0,0,0,0,1,2,-0.43420633053193297,0.014235866225434518,0.3029703886605985
2945,photo,50,4,1,49,1,0,0,0,0,1,2,-0.4725001315909988,-0.11499871142071212,0.351674397894267
2946,photo,10,3,0,10,0,0,0,0,0,1,2,-0.5047369739686036,-0.19447422218707386,0.36984989650000677
2947,photo,18,0,0,16,2,0,0,0,0,1,2,-0.4888651187892655,-0.18466476166149579,0.37463207339354027
2948,status,150,45,0,143,4,3,0,0,0,2,2,-0.19844781305053613,-0.052550022308002625,0.07795783901351967
2949,photo,12,2,0,12,0,0,0,0,0,1,2,-0.5037208485976984,-0.19005367584893837,0.3691236153490833
2950,photo,74,0,0,74,0,0,0,0,0,1,2,-0.46623347997188186,-0.05855207133806265,0.3360719298918169
2951,photo,27,4,0,26,1,0,0,0,0,1,2,-0.48833804735943676,-0.1625538023726776,0.364250063396538
2952,photo,9,0,0,9,0,0,0,0,0,1,2,-0.5059676638074062,-0.19601643804925745,0.37148474032461476
2953,photo,11,1,0,11,0,0,0,0,0,1,2,-0.504538608634587,-0.1919776387436272,0.37003177160275064
2954,photo,18,1,0,18,0,0,0,0,0,1,2,-0.5002595426830689,-0.17717378386703703,0.3662180843253724
2955,photo,15,4,0,10,2,0,0,3,0,1,2,-0.3302350039091669,-0.3471644041593344,-0.5811675769483116
2956,photo,5,1,0,4,0,0,0,1,0,1,2,-0.45499366588881923,-0.25646387027594386,0.05464040887707828
2957,photo,96,3,0,94,1,0,0,1,0,1,2,-0.39315243431979036,-0.06823642956813218,0.0083611093415691
2958,photo,6,1,0,6,0,0,0,0,0,1,2,-0.5075950843142426,-0.20255182079833448,0.37275583394373507
2959,photo,10,5,0,10,0,0,0,0,0,1,2,-0.5043240441666892,-0.19485596921957915,0.3691232089290659
2960,video,442,2360,200,295,128,4,13,1,1,3,3,2.4418338402567015,-1.1766655812163684,-0.04392658127777358
2961,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2962,photo,136,6,0,132,3,1,0,0,0,1,2,-0.3922036246518607,0.0628560646423063,0.3816107292200735
2963,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
2964,photo,11,2,0,11,0,0,0,0,0,1,2,-0.5043321437336297,-0.19216851225987983,0.3696684278172802
2965,photo,20,1,1,20,0,0,0,0,0,1,2,-0.49725882476918487,-0.1740302575448421,0.36508348065523627
2966,video,371,1233,158,296,70,2,3,0,0,3,0,1.0869520411061127,-0.44977601090894587,-0.5099262602456148
2967,photo,87,2,1,85,2,0,0,0,0,1,2,-0.44449469696608035,-0.040208942838728653,0.3362683467832715
2968,photo,13,2,0,13,0,0,0,0,0,1,2,-0.5031095534617674,-0.18793883943799689,0.3685788028808864
2969,photo,72,15,2,72,0,0,0,0,0,1,2,-0.46080284144534334,-0.06781713990311154,0.3316214405786697
2970,photo,111,9,2,111,0,0,0,0,0,1,2,-0.4382011205497715,0.015806721221121197,0.3125538170318135
2971,photo,178,22,6,174,4,0,0,0,0,1,2,-0.36424601457233374,0.1353111164227389,0.2872492880819318
2972,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2973,photo,127,25,2,121,5,1,0,0,0,1,2,-0.3786253036782507,0.030341795824945058,0.3875711973251204
2974,photo,40,0,0,40,0,0,0,0,0,1,2,-0.4870175145935408,-0.13045650931007227,0.3545955538105112
2975,video,632,3416,836,493,126,6,4,2,1,3,3,3.616367641680008,-1.4949895458398297,-1.3468611640261983
2976,photo,1026,55,7,1011,13,2,0,0,0,1,1,0.24990659823612027,1.892651682598031,-0.011716570540680515
2977,photo,13,0,0,12,1,0,0,0,0,1,2,-0.4977220388663014,-0.19139801806084744,0.37333081309317606
2978,photo,27,1,2,27,0,0,0,0,0,1,2,-0.49120163117564514,-0.16031254916794005,0.3612248146441157
2979,photo,4,0,0,4,0,0,0,0,0,1,2,-0.5090241394870619,-0.20659062010396473,0.37420880266559936
2980,photo,193,7,2,189,3,1,0,0,0,1,2,-0.3535970817187849,0.1810385735503405,0.35010311727989546
2981,photo,42,1,1,41,1,0,0,0,0,1,2,-0.4780098873813194,-0.1313447821594858,0.3571229289962533
2982,video,276,927,136,218,55,3,0,0,0,3,0,0.7346916758771233,-0.4376756052903874,-0.5367063687946447
2983,photo,10,0,0,9,1,0,0,0,0,1,2,-0.4995559242740949,-0.19774252729367175,0.37496525049776663
2984,photo,138,10,3,134,0,3,1,0,0,1,2,-0.32645224717614596,0.05712011923213555,0.5722831763233456
2985,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2986,photo,8,1,0,8,0,0,0,0,0,1,2,-0.5063724940423804,-0.19832214797645162,0.37166620900734143
2987,video,215,784,161,154,57,0,3,1,0,3,0,0.8470497101037487,-0.7050244943956442,-0.771761057894778
2988,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
2989,photo,38,0,1,36,2,0,0,0,0,1,2,-0.4748610884286208,-0.14345417994235482,0.36369084529586004
2990,photo,86,13,0,81,5,0,0,0,0,1,2,-0.42721167264136334,-0.054860018394828486,0.3449373242690825
2991,photo,15,0,1,15,0,0,0,0,0,1,2,-0.5005217653497979,-0.18441356608329668,0.36817088678169113
2992,photo,13,0,2,13,0,0,0,0,0,1,2,-0.49996622797963836,-0.18972938540486783,0.3692155329843426
2993,video,295,1066,254,212,79,0,3,0,1,3,0,1.3655244471219314,-0.8372401830081196,-0.3182049523118012
2994,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
2995,photo,52,3,2,52,0,0,0,0,0,1,2,-0.47550632297545214,-0.1078233859269089,0.34687781536825263
2996,photo,79,13,2,79,0,0,0,0,0,1,2,-0.4569367052957395,-0.052631537994016105,0.32853444087223227
2997,photo,26,1,3,25,1,0,0,0,0,1,2,-0.4842343542721744,-0.16735445773392532,0.3657499710199191
2998,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
2999,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
3000,video,263,892,187,205,57,1,0,0,0,3,0,0.7868250975255716,-0.527475821489752,-0.6499925786452624
3001,photo,1236,25,0,1220,7,8,1,0,0,1,1,0.4705626849182365,2.367500838441551,0.3440474598779688
3002,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
3003,photo,41,9,0,41,0,0,0,0,0,1,2,-0.4845480353489951,-0.13005953454540461,0.3507806472730806
3004,photo,101,43,3,99,1,0,0,1,0,1,2,-0.3765029796757828,-0.06855562766259528,-0.009031640619458985
3005,photo,36,10,0,36,0,0,0,0,0,1,2,-0.4873980461276939,-0.1408245901163645,0.3531413658285945
3006,photo,38,8,0,37,0,1,0,0,0,1,2,-0.4690989513633395,-0.13325687369639458,0.42219969560838183
3007,photo,20,10,0,19,1,0,0,0,0,1,2,-0.49137832390521174,-0.17850289834678365,0.3658836879610937
3008,photo,60,31,0,60,0,0,0,0,0,1,2,-0.46839119994524575,-0.09407686009507518,0.3324356470969904
3009,photo,26,7,0,26,0,0,0,0,0,1,2,-0.4941303921898767,-0.16140033367702117,0.3596795218669747
3010,photo,45,5,1,44,0,0,1,0,0,1,2,-0.4403595774897903,-0.14530189610152602,0.41659361082477286
3011,photo,83,40,0,83,0,0,0,0,0,1,2,-0.45247322771021475,-0.04715348428969561,0.31663486625922826
3012,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
3013,photo,7,0,0,5,2,0,0,0,0,1,2,-0.495589365284508,-0.2079279621818519,0.38062501054370607
3014,photo,7,0,0,7,0,0,0,0,0,1,2,-0.5071902540792685,-0.20024611087114047,0.37257436526100873
3015,photo,43,12,1,43,0,0,0,0,0,1,2,-0.4809279227322398,-0.1274886287719677,0.34855601224653326
3016,video,302,794,243,225,70,5,1,0,1,3,0,1.2477468092918946,-0.6624631969577085,-0.04498356594868052
3017,photo,4,0,0,4,0,0,0,0,0,1,2,-0.5090241394870619,-0.20659062010396473,0.37420880266559936
3018,photo,16,5,0,16,0,0,0,0,0,1,2,-0.5006562733511024,-0.1821669507539305,0.3658543341198845
3019,photo,85,8,3,85,0,0,0,0,0,1,2,-0.45252313134291694,-0.040074298446792125,0.3270373062566607
3020,photo,45,2,3,45,0,0,0,0,0,1,2,-0.4782137261859056,-0.12352251378693455,0.35100986769735887
3021,photo,45,7,3,44,1,0,0,0,0,1,2,-0.47138095728373947,-0.12831780702355358,0.3532184714113557
3022,video,23,0,1,23,0,0,0,0,0,3,0,-0.22289893311281606,-0.44677766888665266,-0.48563354286444377
3023,photo,29,2,1,29,0,0,0,0,0,1,2,-0.49155070364484726,-0.15518760336262163,0.3598168246559938
3024,photo,14,2,0,14,0,0,0,0,0,1,2,-0.5024982583258364,-0.18582400302705532,0.36803399041268947
3025,photo,61,7,0,59,2,0,0,0,0,1,2,-0.461134173637526,-0.0950629106047817,0.34866173076278106
3026,photo,94,6,2,90,3,1,0,0,0,1,2,-0.4143217650769253,-0.02813935761661114,0.4044028954168582
3027,photo,316,15,2,309,4,3,0,0,0,1,2,-0.23597674780540412,0.4417081314419264,0.42305229033974306
3028,photo,176,5,1,168,1,0,7,0,0,1,2,-0.10973341462170666,-0.012373580514809383,0.7487514022303717
3029,photo,14,3,0,14,0,0,0,0,0,1,2,-0.5022917934248791,-0.18601487654330803,0.3676706466272191
3030,photo,94,25,2,93,1,0,0,0,0,1,2,-0.4394892550479061,-0.027040399680281716,0.3200274510649827
3031,photo,98,61,2,98,0,0,0,0,0,1,2,-0.4354117824671037,-0.021611574966255546,0.3007425022739115
3032,photo,14,3,2,14,0,0,0,0,0,1,2,-0.49873553814083577,-0.18818716954268427,0.3675806891597345
3033,photo,16,1,1,16,0,0,0,0,0,1,2,-0.4997040053129093,-0.182489603188608,0.367262730528024
3034,video,397,998,274,295,94,4,4,0,0,3,0,1.4755698127931312,-0.5855766592315003,-0.1418890332481064
3035,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
3036,photo,10,0,0,10,0,0,0,0,0,1,2,-0.5053563686714753,-0.19390160163831602,0.37093992785641794
3037,photo,19,0,0,19,0,0,0,0,0,1,2,-0.49985471244809493,-0.1748680739398428,0.36603661564264584
3038,photo,873,16,21,830,35,7,1,0,0,1,2,0.42906805578131446,1.4682217915070808,0.5874276933066113
3039,photo,22,4,0,21,0,0,0,1,0,1,2,-0.4439822538751183,-0.22108427183869703,0.04428856556131988
3040,photo,17,14,0,17,0,0,0,0,0,1,2,-0.49818679410655675,-0.18176997598926295,0.36203942758245394
3041,status,82,14,0,78,3,0,0,1,0,2,2,-0.2514723279427708,-0.24726699635624708,-0.4046806174114313
3042,photo,12,5,0,12,0,0,0,0,0,1,2,-0.5031014538948271,-0.1906262963976963,0.36803358399267216
3043,photo,272,31,0,252,14,5,0,1,0,1,2,-0.11693052453113323,0.2634797696107741,0.30173601900947833
3044,video,486,1328,231,345,133,2,5,0,1,3,0,1.9252635709709827,-0.7065894220721372,-0.027048103698588736
3045,photo,190,60,1,186,3,1,0,0,0,1,2,-0.34626645501787007,0.16566391445581374,0.3325253127882965
3046,photo,10,6,0,10,0,0,0,0,0,1,2,-0.5041175792657321,-0.19504684273583187,0.3687598651435955
3047,photo,1847,51,28,1744,67,26,10,0,0,1,1,1.929175239011375,3.2366373780851823,2.0908172190849625
3048,video,166,1,26,154,0,12,0,0,0,3,0,0.11904913880971188,-0.13622503934349778,0.26802566779725306
3049,photo,21,1,2,21,0,0,0,0,0,1,2,-0.49486940199123186,-0.17300156763358882,0.36449368945329713
3050,photo,214,2,28,172,0,0,40,2,0,1,2,1.4076141410511982,-0.8320254395717565,2.2838442978124394
3051,photo,5,0,0,5,0,0,0,0,0,1,2,-0.5084128443511308,-0.20447578369302324,0.3736639901974025
3052,photo,103,7,2,102,0,1,0,0,0,1,2,-0.42601497714472897,0.0022260735316766817,0.3870602714935696
3053,photo,28,0,2,27,1,0,0,0,0,1,2,-0.4849963565432907,-0.16184776489610175,0.365068668602738
3054,photo,8,0,0,8,0,0,0,0,0,1,2,-0.5065789589433375,-0.19813127446019893,0.37202955279281164
3055,photo,7,0,0,7,0,0,0,0,0,1,2,-0.5071902540792685,-0.20024611087114047,0.37257436526100873
3056,photo,82,3,0,78,3,1,0,0,0,1,2,-0.42583295669501414,-0.05077248099977446,0.4121206338591168
3057,photo,134,7,3,128,3,3,0,0,0,1,2,-0.3529064985078883,0.06108967193627002,0.5210446084602498
3058,photo,10,0,0,10,0,0,0,0,0,1,2,-0.5053563686714753,-0.19390160163831602,0.37093992785641794
3059,photo,44,0,1,42,2,0,0,0,0,1,2,-0.4711933176130339,-0.13076516147670603,0.36042197048667884
3060,photo,317,8,1,313,3,1,0,0,0,1,2,-0.27936814760438755,0.4441735614905169,0.2822280061717526
3061,photo,140,44,5,138,2,0,0,0,0,1,2,-0.3963120183534418,0.05951611325980486,0.29195293204410955
3062,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
3063,photo,11,1,0,8,2,0,0,1,0,1,2,-0.4397250062784718,-0.2514567031210067,0.059422179350594635
3064,photo,36,1,0,36,0,0,0,0,0,1,2,-0.48925623023630826,-0.13910672847009078,0.35641145989782846
3065,photo,6,2,0,6,0,0,0,0,0,1,2,-0.5073886194132853,-0.2027426943145871,0.3723924901582648
3066,photo,33,1,2,32,1,0,0,0,0,1,2,-0.48173341596267805,-0.15146445635764708,0.36198126247628304
3067,photo,11,1,0,11,0,0,0,0,0,1,2,-0.504538608634587,-0.1919776387436272,0.37003177160275064
3068,photo,107,21,1,105,1,1,0,0,0,1,2,-0.4166569712322454,0.005258410792237733,0.38386450999928734
3069,photo,95,0,2,92,3,0,0,0,0,1,2,-0.4324386936411435,-0.02783557667373561,0.3366168785162436
3070,photo,154,13,3,146,4,4,0,0,0,1,2,-0.31615192769173595,0.10135652996780933,0.5814148861700785
3071,photo,63,2,0,63,0,0,0,0,0,1,2,-0.47254479666521015,-0.08219701889092397,0.34133817947104184
3072,photo,112,2,1,111,1,0,0,0,0,1,2,-0.4350127629651821,0.016502893090163537,0.31862271243700047
3073,photo,357,7,16,349,6,2,0,0,0,1,2,-0.1935601249512264,0.5040992135486206,0.34162140529249857
3074,photo,217,0,7,204,0,0,13,0,0,1,2,0.16391173856515767,-0.06766120201897777,1.1234385170158916
3075,photo,60,8,0,60,0,0,0,0,0,1,2,-0.4731398926672606,-0.08968676922126428,0.34079255416281007
3076,photo,9,0,0,9,0,0,0,0,0,1,2,-0.5059676638074062,-0.19601643804925745,0.37148474032461476
3077,photo,88,28,0,88,0,0,0,0,0,1,2,-0.451894330842045,-0.034288820039956466,0.31827092934388873
3078,photo,1273,13,3,1242,24,6,1,0,0,1,1,0.5596660952289205,2.3735734990701407,0.25770253839155044
3079,photo,108,0,10,101,6,1,0,0,0,1,2,-0.375376068251318,-0.017598355729487,0.4106717216290317
3080,photo,7,1,0,7,0,0,0,0,0,1,2,-0.5069837891783114,-0.200436984387393,0.3722110214755382
3081,photo,81,3,0,72,2,2,5,0,0,1,2,-0.21080021554748318,-0.16298536901582714,0.8109804759129077
3082,photo,955,63,5,936,9,10,0,0,0,1,2,0.3213138042743515,1.7821576774366206,0.563417168481546
3083,photo,25,0,1,25,0,0,0,0,0,1,2,-0.4944088139904863,-0.16326520197388217,0.3627227620997222
