,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,weekdays,hours,popularity,positive,negtive,cluster
3276,photo,25,0,1,25,0,0,0,0,0,1,2,6,26,25,0,2
3277,photo,18,0,1,18,0,0,0,0,0,1,2,6,19,18,0,2
3278,photo,18,2,1,18,0,0,0,0,0,1,2,6,21,18,0,2
3279,photo,8,0,0,8,0,0,0,0,0,1,2,5,8,8,0,2
3280,link,76,0,6,76,0,0,0,0,0,0,2,2,82,76,0,2
3281,photo,10,0,0,10,0,0,0,0,0,1,1,7,10,10,0,2
3282,photo,44,0,18,44,0,0,0,0,0,1,1,2,62,44,0,2
3283,photo,82,4,19,82,0,0,0,0,0,1,0,4,105,82,0,2
3284,photo,33,6,1,33,0,0,0,0,0,1,0,3,40,33,0,2
3285,photo,114,1,0,112,1,1,0,0,0,1,6,23,115,114,0,3
3286,photo,219,7,2,212,6,1,0,0,0,1,6,22,228,219,0,3
3287,photo,16,8,0,12,1,0,0,3,0,1,6,6,24,13,3,0
3288,photo,17,3,0,16,1,0,0,0,0,1,5,7,20,17,0,0
3289,photo,54,6,1,52,0,2,0,0,0,1,5,1,61,54,0,0
3290,photo,6,3,0,6,0,0,0,0,0,1,4,23,9,6,0,3
3291,video,194,551,92,162,32,0,0,0,0,3,4,22,837,194,0,3
3292,photo,21,10,0,16,3,0,0,1,1,1,4,9,31,19,2,0
3293,photo,637,50,3,578,38,21,0,0,0,1,4,4,690,637,0,0
3294,photo,5,8,0,5,0,0,0,0,0,1,4,2,13,5,0,0
3295,video,247,810,224,207,38,1,1,0,0,3,4,1,1281,247,0,0
3296,photo,20,6,0,19,0,1,0,0,0,1,3,7,26,20,0,2
3297,video,439,5006,698,340,91,3,2,2,1,3,3,4,6143,436,3,1
3298,photo,65,8,2,62,3,0,0,0,0,1,3,3,75,65,0,2
3299,photo,76,0,6,75,1,0,0,0,0,1,3,3,82,76,0,2
3300,video,292,579,176,241,48,0,3,0,0,3,3,1,1047,292,0,2
3301,photo,12,1,0,12,0,0,0,0,0,1,2,5,13,12,0,2
3302,status,51,7,0,49,2,0,0,0,0,2,2,4,58,51,0,2
3303,photo,12,1,0,12,0,0,0,0,0,1,2,0,13,12,0,2
3304,video,545,4741,482,455,81,1,5,2,1,3,1,22,5768,542,3,1
3305,photo,356,50,3,345,10,1,0,0,0,1,1,7,409,356,0,2
3306,photo,75,3,1,74,0,0,1,0,0,1,1,5,79,75,0,2
3307,photo,14,5,0,13,1,0,0,0,0,1,1,4,19,14,0,2
3308,photo,51,1,0,51,0,0,0,0,0,1,1,0,52,51,0,2
3309,link,30,0,0,29,1,0,0,0,0,0,1,0,30,30,0,2
3310,photo,11,1,1,11,0,0,0,0,0,1,0,4,13,11,0,2
3311,photo,3,0,0,3,0,0,0,0,0,1,0,4,3,3,0,2
3312,photo,10,0,0,10,0,0,0,0,0,1,6,9,10,10,0,0
3313,photo,215,44,0,176,1,3,4,0,31,1,6,8,259,184,31,0
3314,photo,5,2,0,5,0,0,0,0,0,1,6,1,7,5,0,0
3315,photo,9,2,0,9,0,0,0,0,0,1,5,2,11,9,0,0
3316,photo,63,8,2,63,0,0,0,0,0,1,5,1,73,63,0,0
3317,photo,17,3,1,17,0,0,0,0,0,1,5,1,21,17,0,0
3318,photo,67,2,0,62,2,3,0,0,0,1,4,22,69,67,0,3
3319,video,17,0,0,17,0,0,0,0,0,3,4,22,17,17,0,3
3320,photo,12,3,0,12,0,0,0,0,0,1,4,8,15,12,0,0
3321,photo,12,0,0,12,0,0,0,0,0,1,4,6,12,12,0,0
3322,photo,153,11,4,148,2,3,0,0,0,1,4,3,168,153,0,0
3323,video,360,1543,128,315,35,6,4,0,0,3,3,6,2031,360,0,2
3324,photo,17,6,0,17,0,0,0,0,0,1,3,6,23,17,0,2
3325,photo,11,2,0,11,0,0,0,0,0,1,3,2,13,11,0,2
3326,video,352,4162,293,284,60,3,3,2,0,3,3,0,4807,350,2,1
3327,photo,48,0,1,48,0,0,0,0,0,1,2,5,49,48,0,2
3328,photo,225,17,3,212,11,2,0,0,0,1,2,5,245,225,0,2
3329,photo,4,7,1,4,0,0,0,0,0,1,2,5,12,4,0,2
3330,photo,12,7,0,11,1,0,0,0,0,1,2,1,19,12,0,2
3331,video,480,3175,458,395,82,2,1,0,0,3,2,0,4113,480,0,1
3332,photo,183,14,1,179,4,0,0,0,0,1,1,23,198,183,0,3
3333,photo,117,12,6,114,2,1,0,0,0,1,1,9,135,117,0,2
3334,video,532,7783,498,444,81,1,3,3,0,3,1,1,8813,529,3,1
3335,photo,11,0,8,11,0,0,0,0,0,1,1,1,19,11,0,2
3336,photo,10,1,0,10,0,0,0,0,0,1,0,20,11,10,0,3
3337,photo,11,3,0,11,0,0,0,0,0,1,6,2,14,11,0,0
3338,video,498,3882,287,393,98,1,3,3,0,3,6,2,4667,495,3,1
3339,photo,44,0,1,44,0,0,0,0,0,1,5,22,45,44,0,3
3340,photo,45,4,1,44,1,0,0,0,0,1,5,21,50,45,0,3
3341,photo,96,5,1,92,3,1,0,0,0,1,5,10,102,96,0,0
3342,photo,21,0,0,20,1,0,0,0,0,1,5,4,21,21,0,0
3343,link,144,3,16,144,0,0,0,0,0,0,5,2,163,144,0,0
3344,video,32,1,0,32,0,0,0,0,0,3,4,9,33,32,0,0
3345,photo,27,0,0,27,0,0,0,0,0,1,4,2,27,27,0,0
3346,link,95,0,9,93,1,1,0,0,0,0,3,9,104,95,0,2
3347,photo,14,3,0,14,0,0,0,0,0,1,3,4,17,14,0,2
3348,video,425,4761,297,318,95,0,8,4,0,3,2,22,5483,421,4,1
3349,photo,4,0,1,4,0,0,0,0,0,1,2,12,5,4,0,2
3350,video,483,4031,328,376,87,5,10,5,0,3,1,21,4842,478,5,1
3351,video,456,3420,60,276,165,1,10,4,0,3,1,8,3936,452,4,1
3352,photo,157,43,1,148,7,2,0,0,0,1,1,7,201,157,0,2
3353,photo,134,11,8,127,5,2,0,0,0,1,1,5,153,134,0,2
3354,photo,16,1,1,16,0,0,0,0,0,1,1,2,18,16,0,2
3355,video,583,6151,118,424,119,5,9,23,3,3,0,23,6852,557,26,1
3356,photo,395,205,2,376,11,8,0,0,0,1,0,10,602,395,0,2
3357,photo,18,0,0,18,0,0,0,0,0,1,0,5,18,18,0,2
3358,video,303,714,52,241,58,3,1,0,0,3,0,3,1069,303,0,2
3359,photo,98,12,2,91,1,5,0,1,0,1,0,2,112,97,1,2
3360,photo,76,34,2,76,0,0,0,0,0,1,0,0,112,76,0,2
3361,photo,50,3,2,48,2,0,0,0,0,1,6,22,55,50,0,3
3362,photo,12,0,0,12,0,0,0,0,0,1,6,4,12,12,0,0
3363,photo,6,0,0,6,0,0,0,0,0,1,6,4,6,6,0,0
3364,photo,36,3,1,34,2,0,0,0,0,1,5,4,40,36,0,0
3365,photo,6,0,0,6,0,0,0,0,0,1,5,2,6,6,0,0
3366,photo,166,17,2,164,2,0,0,0,0,1,4,23,185,166,0,3
3367,photo,96,3,1,96,0,0,0,0,0,1,4,20,100,96,0,3
3368,photo,12,1,1,12,0,0,0,0,0,1,4,8,14,12,0,0
3369,photo,394,97,5,378,5,11,0,0,0,1,3,21,496,394,0,3
3370,photo,13,0,1,13,0,0,0,0,0,1,3,4,14,13,0,2
3371,photo,6,1,1,6,0,0,0,0,0,1,2,4,8,6,0,2
3372,status,141,13,3,137,4,0,0,0,0,2,2,1,157,141,0,2
3373,photo,167,63,8,167,0,0,0,0,0,1,1,23,238,167,0,3
3374,photo,40,2,2,39,0,1,0,0,0,1,1,12,44,40,0,2
3375,photo,10,0,1,10,0,0,0,0,0,1,1,11,11,10,0,2
3376,photo,10,0,1,10,0,0,0,0,0,1,1,11,11,10,0,2
3377,photo,30,3,2,30,0,0,0,0,0,1,1,11,35,30,0,2
3378,photo,7,0,1,7,0,0,0,0,0,1,1,4,8,7,0,2
3379,photo,148,15,2,140,3,5,0,0,0,1,0,23,165,148,0,3
3380,link,10,0,0,10,0,0,0,0,0,0,0,23,10,10,0,3
3381,photo,83,0,3,78,4,1,0,0,0,1,0,21,86,83,0,3
3382,video,245,351,41,194,42,0,3,5,1,3,0,4,637,239,6,2
3383,photo,249,7,3,241,5,2,1,0,0,1,0,2,259,249,0,2
3384,photo,11,0,1,11,0,0,0,0,0,1,0,1,12,11,0,2
3385,video,265,708,33,190,70,1,4,0,0,3,6,2,1006,265,0,0
3386,photo,3,0,1,3,0,0,0,0,0,1,6,2,4,3,0,0
3387,photo,90,26,1,86,2,2,0,0,0,1,6,2,117,90,0,0
3388,status,124,24,1,119,4,0,0,1,0,2,6,0,149,123,1,0
3389,video,326,970,63,260,62,2,2,0,0,3,4,23,1359,326,0,3
3390,link,10,0,7,9,1,0,0,0,0,0,4,23,17,10,0,3
3391,photo,234,9,23,214,12,1,7,0,0,1,4,22,266,234,0,3
3392,video,274,605,45,213,53,2,4,2,0,3,4,0,924,272,2,0
3393,photo,151,19,2,147,2,2,0,0,0,1,3,22,172,151,0,3
3394,photo,8,2,1,8,0,0,0,0,0,1,3,5,11,8,0,2
3395,photo,46,3,6,40,0,5,0,0,1,1,3,4,55,45,1,2
3396,photo,42,2,1,41,1,0,0,0,0,1,3,3,45,42,0,2
3397,photo,76,5,1,74,1,1,0,0,0,1,3,1,82,76,0,2
3398,photo,28,6,1,27,0,1,0,0,0,1,3,1,35,28,0,2
3399,video,299,955,88,235,59,1,4,0,0,3,2,21,1342,299,0,3
3400,photo,91,12,1,87,3,1,0,0,0,1,2,21,104,91,0,3
3401,photo,12,3,1,9,2,0,0,1,0,1,2,5,16,11,1,2
3402,video,206,438,96,174,31,1,0,0,0,3,2,0,740,206,0,2
3403,photo,40,2,0,40,0,0,0,0,0,1,1,23,42,40,0,3
3404,link,334,0,20,333,1,0,0,0,0,0,1,4,354,334,0,2
3405,photo,11,0,1,10,1,0,0,0,0,1,1,3,12,11,0,2
3406,link,57,0,10,57,0,0,0,0,0,0,1,0,67,57,0,2
3407,video,259,799,85,190,67,1,1,0,0,3,0,22,1143,259,0,3
3408,photo,6,0,0,6,0,0,0,0,0,1,0,3,6,6,0,2
3409,video,300,965,72,234,64,0,2,0,0,3,0,0,1337,300,0,2
3410,photo,120,37,2,118,2,0,0,0,0,1,0,0,159,120,0,2
3411,photo,46,3,1,46,0,0,0,0,0,1,6,23,50,46,0,3
3412,photo,18,1,0,18,0,0,0,0,0,1,6,23,19,18,0,3
3413,photo,18,3,2,18,0,0,0,0,0,1,6,23,23,18,0,3
3414,photo,36,3,2,36,0,0,0,0,0,1,6,23,41,36,0,3
3415,photo,11,0,2,11,0,0,0,0,0,1,6,23,13,11,0,3
3416,photo,25,0,1,25,0,0,0,0,0,1,6,22,26,25,0,3
3417,photo,8,2,2,8,0,0,0,0,0,1,6,22,12,8,0,3
3418,photo,17,0,1,17,0,0,0,0,0,1,6,22,18,17,0,3
3419,photo,8,0,0,8,0,0,0,0,0,1,6,22,8,8,0,3
3420,photo,14,0,1,14,0,0,0,0,0,1,6,22,15,14,0,3
3421,photo,11,0,1,11,0,0,0,0,0,1,6,22,12,11,0,3
3422,photo,10,0,1,10,0,0,0,0,0,1,6,22,11,10,0,3
3423,photo,16,0,0,16,0,0,0,0,0,1,6,22,16,16,0,3
3424,photo,47,1,0,45,2,0,0,0,0,1,6,3,48,47,0,0
3425,photo,72,4,8,71,1,0,0,0,0,1,6,2,84,72,0,0
3426,video,230,622,81,193,35,1,1,0,0,3,5,23,933,230,0,3
3427,photo,8,1,0,8,0,0,0,0,0,1,5,23,9,8,0,3
3428,video,231,939,117,191,38,0,0,2,0,3,5,4,1287,229,2,0
3429,photo,103,23,0,100,3,0,0,0,0,1,5,3,126,103,0,0
3430,photo,5,2,0,5,0,0,0,0,0,1,5,1,7,5,0,0
3431,photo,21,4,0,21,0,0,0,0,0,1,5,1,25,21,0,0
3432,photo,5,0,0,5,0,0,0,0,0,1,4,3,5,5,0,0
3433,video,276,744,75,217,55,0,3,1,0,3,3,23,1095,275,1,3
3434,photo,18,1,0,17,1,0,0,0,0,1,3,8,19,18,0,2
3435,photo,54,0,2,53,1,0,0,0,0,1,3,6,56,54,0,2
3436,photo,5,2,0,5,0,0,0,0,0,1,3,4,7,5,0,2
3437,video,301,1154,121,242,54,2,3,0,0,3,3,1,1576,301,0,2
3438,photo,65,0,0,63,2,0,0,0,0,1,2,22,65,65,0,3
3439,photo,196,63,2,189,7,0,0,0,0,1,2,21,261,196,0,3
3440,photo,6,0,0,6,0,0,0,0,0,1,2,0,6,6,0,2
3441,photo,8,0,0,8,0,0,0,0,0,1,1,2,8,8,0,2
3442,video,221,290,66,174,45,1,1,0,0,3,1,0,577,221,0,2
3443,photo,4,0,0,4,0,0,0,0,0,1,0,11,4,4,0,2
3444,photo,118,13,4,110,7,1,0,0,0,1,0,8,135,118,0,2
3445,video,279,1034,95,216,61,0,1,0,1,3,6,23,1408,278,1,3
3446,photo,136,27,4,132,3,1,0,0,0,1,6,22,167,136,0,3
3447,photo,97,1,67,94,0,3,0,0,0,1,6,4,165,97,0,0
3448,photo,10,0,0,10,0,0,0,0,0,1,6,1,10,10,0,0
3449,photo,8,1,0,8,0,0,0,0,0,1,5,2,9,8,0,0
3450,photo,72,4,3,72,0,0,0,0,0,1,4,7,79,72,0,0
3451,photo,5,1,0,5,0,0,0,0,0,1,4,0,6,5,0,0
3452,video,347,2025,200,284,58,0,4,0,1,3,3,1,2572,346,1,2
3453,photo,7,0,2,7,0,0,0,0,0,1,3,0,9,7,0,2
3454,photo,113,45,2,110,1,1,0,1,0,1,2,22,160,112,1,3
3455,photo,37,2,3,35,1,1,0,0,0,1,2,8,42,37,0,2
3456,photo,17,0,1,15,1,1,0,0,0,1,2,8,18,17,0,2
3457,photo,6,0,1,6,0,0,0,0,0,1,2,4,7,6,0,2
3458,photo,61,11,0,58,1,2,0,0,0,1,2,0,72,61,0,2
3459,link,50,0,3,48,1,1,0,0,0,0,1,9,53,50,0,2
3460,photo,25,7,0,25,0,0,0,0,0,1,1,4,32,25,0,2
3461,photo,6,4,0,6,0,0,0,0,0,1,1,2,10,6,0,2
3462,video,265,637,63,218,46,0,0,1,0,3,1,1,965,264,1,2
3463,photo,419,233,6,403,6,10,0,0,0,1,1,0,658,419,0,2
3464,photo,66,5,1,65,1,0,0,0,0,1,0,7,72,66,0,2
3465,photo,12,2,0,12,0,0,0,0,0,1,0,7,14,12,0,2
3466,photo,4,1,0,4,0,0,0,0,0,1,6,23,5,4,0,3
3467,photo,57,5,1,56,1,0,0,0,0,1,6,9,63,57,0,0
3468,photo,46,5,0,45,0,1,0,0,0,1,6,9,51,46,0,0
3469,photo,7,1,0,6,1,0,0,0,0,1,6,2,8,7,0,0
3470,video,264,1044,51,224,36,2,2,0,0,3,6,1,1359,264,0,0
3471,photo,8,1,0,8,0,0,0,0,0,1,5,4,9,8,0,0
3472,photo,38,6,0,38,0,0,0,0,0,1,4,22,44,38,0,3
3473,photo,186,3,0,179,4,3,0,0,0,1,4,20,189,186,0,3
3474,video,235,593,45,196,36,3,0,0,0,3,4,5,873,235,0,0
3475,status,50,6,0,48,2,0,0,0,0,2,4,5,56,50,0,0
3476,photo,5,0,0,5,0,0,0,0,0,1,4,2,5,5,0,0
3477,photo,70,2,1,66,3,1,0,0,0,1,4,1,73,70,0,0
3478,photo,168,40,2,162,5,1,0,0,0,1,3,5,210,168,0,2
3479,photo,29,0,1,28,1,0,0,0,0,1,3,4,30,29,0,2
3480,photo,28,4,1,28,0,0,0,0,0,1,3,4,33,28,0,2
3481,photo,9,0,0,9,0,0,0,0,0,1,3,1,9,9,0,2
3482,photo,82,3,0,81,1,0,0,0,0,1,2,21,85,82,0,3
3483,photo,175,7,1,167,4,4,0,0,0,1,2,9,183,175,0,2
3484,photo,13,3,1,12,0,0,0,1,0,1,2,1,17,12,1,2
3485,video,329,1372,69,239,82,2,5,1,0,3,2,1,1770,328,1,2
3486,photo,169,16,1,163,3,3,0,0,0,1,1,22,186,169,0,3
3487,photo,200,6,0,187,8,4,1,0,0,1,1,6,206,200,0,2
3488,video,264,959,140,214,46,1,2,1,0,3,1,0,1363,263,1,2
3489,photo,7,1,0,7,0,0,0,0,0,1,1,0,8,7,0,2
3490,photo,24,0,2,24,0,0,0,0,0,1,0,22,26,24,0,3
3491,link,20,0,3,20,0,0,0,0,0,0,0,22,23,20,0,3
3492,photo,19,0,0,19,0,0,0,0,0,1,0,22,19,19,0,3
3493,photo,33,8,0,33,0,0,0,0,0,1,0,8,41,33,0,2
3494,photo,22,5,0,21,1,0,0,0,0,1,0,8,27,22,0,2
3495,status,122,20,0,118,2,0,0,2,0,2,0,4,142,120,2,2
3496,photo,5,3,0,5,0,0,0,0,0,1,0,0,8,5,0,2
3497,photo,474,5,0,453,20,1,0,0,0,1,6,6,479,474,0,0
3498,video,482,1278,176,351,124,2,5,0,0,3,5,22,1936,482,0,3
3499,photo,61,5,2,60,1,0,0,0,0,1,5,20,68,61,0,3
3500,photo,5,4,0,5,0,0,0,0,0,1,5,0,9,5,0,0
3501,video,406,1156,139,310,94,1,0,1,0,3,4,22,1701,405,1,3
3502,link,53,0,10,51,2,0,0,0,0,0,4,10,63,53,0,0
3503,video,413,1418,131,308,93,3,5,1,3,3,4,1,1962,409,4,0
3504,status,50,0,0,50,0,0,0,0,0,2,4,0,50,50,0,0
3505,photo,6,0,0,6,0,0,0,0,0,1,3,23,6,6,0,3
3506,photo,216,15,2,214,2,0,0,0,0,1,3,22,233,216,0,3
3507,photo,8,2,0,8,0,0,0,0,0,1,2,9,10,8,0,2
3508,photo,568,11,0,554,14,0,0,0,0,1,2,5,579,568,0,2
3509,photo,8,0,0,8,0,0,0,0,0,1,1,3,8,8,0,2
3510,photo,3,0,0,3,0,0,0,0,0,1,0,4,3,3,0,2
3511,photo,73,3,0,72,1,0,0,0,0,1,0,2,76,73,0,2
3512,video,249,481,24,225,19,2,3,0,0,3,0,2,754,249,0,2
3513,video,294,994,106,235,55,1,3,0,0,3,6,23,1394,294,0,3
3514,photo,232,4,3,224,7,1,0,0,0,1,6,7,239,232,0,0
3515,photo,219,8,0,215,3,1,0,0,0,1,6,7,227,219,0,0
3516,photo,6,0,0,6,0,0,0,0,0,1,6,2,6,6,0,0
3517,photo,8,0,0,8,0,0,0,0,0,1,5,2,8,8,0,0
3518,video,450,1346,192,312,124,5,6,1,2,3,4,22,1988,447,3,3
3519,photo,6,0,1,6,0,0,0,0,0,1,4,5,7,6,0,0
3520,video,303,764,70,234,62,1,3,2,1,3,4,0,1137,300,3,0
3521,photo,7,2,0,7,0,0,0,0,0,1,3,5,9,7,0,2
3522,video,307,593,72,259,43,4,1,0,0,3,3,0,972,307,0,2
3523,video,26,0,0,26,0,0,0,0,0,3,2,7,26,26,0,2
3524,video,384,1789,210,280,92,2,6,1,3,3,2,6,2383,380,4,2
3525,photo,14,0,0,14,0,0,0,0,0,1,2,1,14,14,0,2
3526,photo,222,16,3,204,11,7,0,0,0,1,1,23,241,222,0,3
3527,photo,154,14,0,150,3,1,0,0,0,1,1,19,168,154,0,3
3528,photo,14,0,0,11,0,0,0,3,0,1,1,1,14,11,3,2
3529,video,378,1053,142,267,102,6,2,1,0,3,0,22,1573,377,1,3
3530,video,750,5839,477,580,145,8,3,10,4,3,6,23,7066,736,14,1
3531,photo,13,0,0,13,0,0,0,0,0,1,6,23,13,13,0,3
3532,video,333,982,93,240,88,1,3,1,0,3,5,7,1408,332,1,0
3533,status,193,182,12,183,10,0,0,0,0,2,5,1,387,193,0,0
3534,photo,5,0,0,5,0,0,0,0,0,1,5,1,5,5,0,0
3535,video,397,1250,85,289,98,3,5,1,1,3,4,4,1732,395,2,0
3536,photo,10,0,0,10,0,0,0,0,0,1,4,2,10,10,0,0
3537,photo,3,0,0,3,0,0,0,0,0,1,4,2,3,3,0,0
3538,video,300,633,55,263,37,0,0,0,0,3,2,23,988,300,0,3
3539,video,257,799,64,214,41,0,2,0,0,3,2,0,1120,257,0,2
3540,photo,11,0,0,11,0,0,0,0,0,1,2,0,11,11,0,2
3541,photo,31,2,1,31,0,0,0,0,0,1,0,23,34,31,0,3
3542,photo,7,1,1,7,0,0,0,0,0,1,0,23,9,7,0,3
3543,video,285,866,53,221,62,0,2,0,0,3,0,1,1204,285,0,2
3544,photo,91,5,1,91,0,0,0,0,0,1,6,23,97,91,0,3
3545,photo,57,3,1,57,0,0,0,0,0,1,6,23,61,57,0,3
3546,photo,3,0,0,3,0,0,0,0,0,1,6,22,3,3,0,3
3547,photo,7,0,0,7,0,0,0,0,0,1,6,0,7,7,0,0
3548,photo,95,3,0,93,1,1,0,0,0,1,5,20,98,95,0,3
3549,photo,9,0,0,9,0,0,0,0,0,1,5,5,9,9,0,0
3550,video,328,662,62,222,104,0,1,1,0,3,5,0,1052,327,1,0
3551,photo,557,27,2,517,36,3,1,0,0,1,4,23,586,557,0,3
3552,photo,11,0,0,11,0,0,0,0,0,1,4,1,11,11,0,0
3553,video,228,507,42,184,40,1,2,0,1,3,3,23,777,227,1,3
3554,photo,15,10,0,14,1,0,0,0,0,1,3,9,25,15,0,2
3555,video,187,315,39,168,19,0,0,0,0,3,3,0,541,187,0,2
3556,photo,74,1,0,71,3,0,0,0,0,1,2,7,75,74,0,2
3557,photo,5,0,0,5,0,0,0,0,0,1,2,3,5,5,0,2
3558,video,240,769,37,209,28,2,1,0,0,3,1,23,1046,240,0,3
3559,photo,70,2,0,69,0,1,0,0,0,1,1,22,72,70,0,3
3560,photo,54,2,1,52,0,2,0,0,0,1,1,22,57,54,0,3
3561,video,194,645,28,158,35,1,0,0,0,3,1,2,867,194,0,2
3562,photo,7,0,0,7,0,0,0,0,0,1,1,1,7,7,0,2
3563,photo,38,0,7,38,0,0,0,0,0,1,1,0,45,38,0,2
3564,photo,130,12,0,128,2,0,0,0,0,1,0,11,142,130,0,2
3565,photo,4,1,0,4,0,0,0,0,0,1,0,2,5,4,0,2
3566,video,211,677,23,172,38,0,1,0,0,3,6,23,911,211,0,3
3567,video,253,841,41,211,39,2,1,0,0,3,5,23,1135,253,0,3
3568,video,229,803,36,195,31,0,3,0,0,3,4,23,1068,229,0,3
3569,photo,59,12,1,57,1,1,0,0,0,1,4,22,72,59,0,3
3570,photo,12,1,0,12,0,0,0,0,0,1,4,22,13,12,0,3
3571,photo,37,3,0,37,0,0,0,0,0,1,4,22,40,37,0,3
3572,photo,69,5,0,69,0,0,0,0,0,1,4,22,74,69,0,3
3573,photo,33,3,0,33,0,0,0,0,0,1,4,7,36,33,0,0
3574,photo,20,0,0,20,0,0,0,0,0,1,4,7,20,20,0,0
3575,photo,8,3,1,8,0,0,0,0,0,1,4,7,12,8,0,0
3576,photo,20,3,0,20,0,0,0,0,0,1,4,7,23,20,0,0
3577,photo,12,0,0,12,0,0,0,0,0,1,4,7,12,12,0,0
3578,video,214,778,56,181,29,1,2,0,1,3,3,22,1048,213,1,3
3579,photo,407,58,0,392,15,0,0,0,0,1,2,0,465,407,0,2
3580,photo,36,1,1,35,1,0,0,0,0,1,0,23,38,36,0,3
3581,photo,19,3,0,18,1,0,0,0,0,1,0,23,22,19,0,3
3582,photo,14,4,0,14,0,0,0,0,0,1,0,22,18,14,0,3
3583,photo,11,0,0,11,0,0,0,0,0,1,0,22,11,11,0,3
3584,photo,8,1,0,8,0,0,0,0,0,1,0,22,9,8,0,3
3585,photo,14,0,1,13,1,0,0,0,0,1,0,22,15,14,0,3
3586,photo,69,9,0,68,1,0,0,0,0,1,0,22,78,69,0,3
3587,photo,55,2,0,53,2,0,0,0,0,1,0,22,57,55,0,3
3588,video,247,606,26,191,54,0,1,0,1,3,6,23,879,246,1,3
3589,video,278,860,56,230,44,3,0,1,0,3,6,0,1194,277,1,0
3590,photo,16,2,0,16,0,0,0,0,0,1,4,8,18,16,0,0
3591,photo,30,3,0,29,1,0,0,0,0,1,4,8,33,30,0,0
3592,photo,86,9,1,80,2,4,0,0,0,1,4,8,96,86,0,0
3593,photo,31,2,0,31,0,0,0,0,0,1,4,8,33,31,0,0
3594,photo,10,1,0,10,0,0,0,0,0,1,4,8,11,10,0,0
3595,video,206,464,64,172,33,0,1,0,0,3,4,0,734,206,0,0
3596,photo,391,4,0,387,4,0,0,0,0,1,3,2,395,391,0,2
3597,photo,54,1,0,53,1,0,0,0,0,1,1,3,55,54,0,2
3598,video,279,570,88,235,41,1,2,0,0,3,0,5,937,279,0,2
3599,photo,85,0,0,83,2,0,0,0,0,1,0,3,85,85,0,2
3600,status,39,3,0,38,1,0,0,0,0,2,0,0,42,39,0,2
3601,photo,41,0,0,40,1,0,0,0,0,1,6,7,41,41,0,0
3602,video,358,1037,100,296,55,3,2,1,1,3,5,22,1495,356,2,3
3603,photo,92,9,0,92,0,0,0,0,0,1,5,8,101,92,0,0
3604,photo,25,2,0,25,0,0,0,0,0,1,5,7,27,25,0,0
3605,photo,32,3,0,32,0,0,0,0,0,1,5,7,35,32,0,0
3606,video,249,784,119,197,51,1,0,0,0,3,5,3,1152,249,0,0
3607,photo,64,1,0,62,2,0,0,0,0,1,4,23,65,64,0,3
3608,video,126,969,79,75,49,0,2,0,0,3,4,1,1174,126,0,0
3609,status,95,30,0,91,2,2,0,0,0,2,3,23,125,95,0,3
3610,photo,75,6,3,75,0,0,0,0,0,1,3,21,84,75,0,3
3611,photo,144,11,0,137,2,4,1,0,0,1,2,11,155,144,0,2
3612,photo,99,5,0,92,1,5,1,0,0,1,1,19,104,99,0,3
3613,video,378,931,95,320,53,1,2,1,1,3,0,22,1404,376,2,3
3614,video,284,562,93,249,32,1,2,0,0,3,5,22,939,284,0,3
3615,video,509,1776,138,381,123,4,1,0,0,3,4,23,2423,509,0,3
3616,photo,164,3,3,159,2,2,1,0,0,1,4,1,170,164,0,0
3617,photo,25,9,0,24,0,0,0,1,0,1,3,10,34,24,1,2
3618,photo,92,5,0,89,0,3,0,0,0,1,3,2,97,92,0,2
3619,photo,108,10,1,106,1,0,0,1,0,1,1,8,119,107,1,2
3620,photo,144,8,0,135,4,5,0,0,0,1,0,12,152,144,0,2
3621,video,20,0,0,18,0,2,0,0,0,3,0,10,20,20,0,2
3622,photo,30,0,0,30,0,0,0,0,0,1,0,2,30,30,0,2
3623,photo,69,0,1,67,1,1,0,0,0,1,0,2,70,69,0,2
3624,video,87,217,28,73,14,0,0,0,0,3,3,22,332,87,0,3
3625,photo,26,0,0,26,0,0,0,0,0,1,3,7,26,26,0,2
3626,photo,7,0,0,7,0,0,0,0,0,1,3,4,7,7,0,2
3627,video,131,566,43,107,18,1,4,1,0,3,1,22,740,130,1,3
3628,photo,22,1,0,22,0,0,0,0,0,1,1,6,23,22,0,2
3629,photo,113,7,0,112,0,1,0,0,0,1,1,6,120,113,0,2
3630,video,100,280,58,83,17,0,0,0,0,3,6,22,438,100,0,3
3631,photo,40,0,1,39,1,0,0,0,0,1,6,9,41,40,0,0
3632,status,13,0,0,12,1,0,0,0,0,2,5,22,13,13,0,3
3633,photo,100,4,0,94,3,3,0,0,0,1,5,21,104,100,0,3
3634,photo,64,7,0,61,2,1,0,0,0,1,5,9,71,64,0,0
3635,video,142,683,49,118,21,0,1,1,1,3,4,23,874,140,2,3
3636,video,150,559,38,133,16,1,0,0,0,3,3,23,747,150,0,3
3637,photo,37,0,0,34,1,1,0,1,0,1,3,1,37,36,1,2
3638,video,139,627,53,123,14,1,1,0,0,3,2,22,819,139,0,3
3639,photo,11,2,0,10,0,1,0,0,0,1,2,10,13,11,0,2
3640,photo,4,0,0,3,0,1,0,0,0,1,2,10,4,4,0,2
3641,photo,16,1,0,15,0,1,0,0,0,1,2,10,17,16,0,2
